Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00   16383/16383       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [108]
[109]    0.0    0.00    0.00   16383         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&&) [109]
-----------------------------------------------
                0.00    0.00   16383/16383       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [113]
[110]    0.0    0.00    0.00   16383         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [110]
                0.00    0.00   16383/16383       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [108]
-----------------------------------------------
                0.00    0.00   16383/16383       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [114]
[111]    0.0    0.00    0.00   16383         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [111]
                0.00    0.00   16383/16383       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [106]
-----------------------------------------------
                0.00    0.00   16383/16383       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [114]
[112]    0.0    0.00    0.00   16383         void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [112]
                0.00    0.00   16383/32766       std::vector<int, std::allocator<int> >&& std::forward<std::vector<int, std::allocator<int> > >(std::remove_reference<std::vector<int, std::allocator<int> > >::type&) [81]
                0.00    0.00   16383/16383       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [107]
-----------------------------------------------
                0.00    0.00   16383/16383       void __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [107]
[113]    0.0    0.00    0.00   16383         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> >&&) [113]
                0.00    0.00   16383/16383       std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::_Vector_base<int, std::allocator<int> >&&) [110]
-----------------------------------------------
                0.00    0.00   16383/16383       std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [184]
[114]    0.0    0.00    0.00   16383         void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [114]
                0.00    0.00   16383/16383       std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [115]
                0.00    0.00   16383/99149       std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [27]
                0.00    0.00   16383/16383       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [112]
                0.00    0.00   16383/16383       void std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::destroy<std::vector<int, std::allocator<int> > >(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*) [111]
-----------------------------------------------
                0.00    0.00   16383/16383       void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [114]
[115]    0.0    0.00    0.00   16383         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [115]
-----------------------------------------------
                0.00    0.00       1/10002       std::deque<int, std::allocator<int> >::begin() [305]
                0.00    0.00   10001/10002       std::deque<int, std::allocator<int> >::end() [121]
[116]    0.0    0.00    0.00   10002         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [116]
-----------------------------------------------
                0.00    0.00   10001/10001       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[117]    0.0    0.00    0.00   10001         bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [117]
                0.00    0.00   20002/20002       __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [95]
-----------------------------------------------
                0.00    0.00   10001/10001       std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [119]
[118]    0.0    0.00    0.00   10001         std::deque<int, std::allocator<int> >::empty() const [118]
                0.00    0.00   10001/10001       std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [122]
-----------------------------------------------
                0.00    0.00   10001/10001       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[119]    0.0    0.00    0.00   10001         std::stack<int, std::deque<int, std::allocator<int> > >::empty() const [119]
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::empty() const [118]
-----------------------------------------------
                0.00    0.00       1/10001       std::deque<int, std::allocator<int> >::~deque() [307]
                0.00    0.00      78/10001       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [165]
                0.00    0.00    9922/10001       std::deque<int, std::allocator<int> >::pop_back() [140]
[120]    0.0    0.00    0.00   10001         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [120]
-----------------------------------------------
                0.00    0.00       1/10001       std::deque<int, std::allocator<int> >::~deque() [307]
                0.00    0.00   10000/10001       std::deque<int, std::allocator<int> >::back() [139]
[121]    0.0    0.00    0.00   10001         std::deque<int, std::allocator<int> >::end() [121]
                0.00    0.00   10001/10002       std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [116]
-----------------------------------------------
                0.00    0.00   10001/10001       std::deque<int, std::allocator<int> >::empty() const [118]
[122]    0.0    0.00    0.00   10001         std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [122]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [136]
[123]    0.0    0.00    0.00   10000         void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [123]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [15]
[124]    0.0    0.00    0.00   10000         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [124]
                0.00    0.00   10000/10000       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [135]
-----------------------------------------------
                0.00    0.00   10000/10000       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[125]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [125]
-----------------------------------------------
                0.00    0.00   10000/10000       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[126]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [126]
-----------------------------------------------
                0.00    0.00   10000/10000       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[127]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [127]
-----------------------------------------------
                0.00    0.00   10000/10000       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[128]    0.0    0.00    0.00   10000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [128]
-----------------------------------------------
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::back() [139]
[129]    0.0    0.00    0.00   10000         std::_Deque_iterator<int, int&, int*>::operator*() const [129]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [150]
[130]    0.0    0.00    0.00   10000         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [130]
-----------------------------------------------
                0.00    0.00   10000/10000       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [133]
[131]    0.0    0.00    0.00   10000         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [131]
                0.00    0.00   10000/36383       std::allocator<int>::allocator(std::allocator<int> const&) [79]
                0.00    0.00   10000/40000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [70]
-----------------------------------------------
                0.00    0.00   10000/10000       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [133]
[132]    0.0    0.00    0.00   10000         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [132]
                0.00    0.00   10000/39172       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [75]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [15]
[133]    0.0    0.00    0.00   10000         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [133]
                0.00    0.00   10000/10000       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [131]
                0.00    0.00   10000/10000       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [132]
-----------------------------------------------
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::back() [139]
[134]    0.0    0.00    0.00   10000         std::_Deque_iterator<int, int&, int*>::operator--() [134]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [157]
-----------------------------------------------
                0.00    0.00   10000/10000       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [124]
[135]    0.0    0.00    0.00   10000         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [135]
                0.00    0.00   10000/36383       std::allocator<int>::allocator(std::allocator<int> const&) [79]
-----------------------------------------------
                0.00    0.00      78/10000       std::deque<int, std::allocator<int> >::_M_pop_back_aux() [165]
                0.00    0.00    9922/10000       std::deque<int, std::allocator<int> >::pop_back() [140]
[136]    0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [136]
                0.00    0.00   10000/10000       void __gnu_cxx::new_allocator<int>::destroy<int>(int*) [123]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [151]
[137]    0.0    0.00    0.00   10000         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [137]
                0.00    0.00   10000/10000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [153]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::_Construct<std::pair<int, int>>(std::pair<int, int>*) [145]
[138]    0.0    0.00    0.00   10000         std::pair<int, int>::pair<int, int, true>() [138]
-----------------------------------------------
                0.00    0.00   10000/10000       std::stack<int, std::deque<int, std::allocator<int> > >::top() [143]
[139]    0.0    0.00    0.00   10000         std::deque<int, std::allocator<int> >::back() [139]
                0.00    0.00   10000/10001       std::deque<int, std::allocator<int> >::end() [121]
                0.00    0.00   10000/10000       std::_Deque_iterator<int, int&, int*>::operator--() [134]
                0.00    0.00   10000/10000       std::_Deque_iterator<int, int&, int*>::operator*() const [129]
-----------------------------------------------
                0.00    0.00   10000/10000       std::stack<int, std::deque<int, std::allocator<int> > >::pop() [142]
[140]    0.0    0.00    0.00   10000         std::deque<int, std::allocator<int> >::pop_back() [140]
                0.00    0.00    9922/10001       std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() [120]
                0.00    0.00    9922/10000       void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*) [136]
                0.00    0.00      78/78          std::deque<int, std::allocator<int> >::_M_pop_back_aux() [165]
-----------------------------------------------
                0.00    0.00   10000/10000       std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [144]
[141]    0.0    0.00    0.00   10000         std::deque<int, std::allocator<int> >::push_back(int const&) [141]
                0.00    0.00    9922/20000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [100]
                0.00    0.00      78/78          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [166]
-----------------------------------------------
                0.00    0.00   10000/10000       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[142]    0.0    0.00    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [142]
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::pop_back() [140]
-----------------------------------------------
                0.00    0.00   10000/10000       findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[143]    0.0    0.00    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::top() [143]
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::back() [139]
-----------------------------------------------
                0.00    0.00   10000/10000       fillOrderVectorVec(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [154]
[144]    0.0    0.00    0.00   10000         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [144]
                0.00    0.00   10000/10000       std::deque<int, std::allocator<int> >::push_back(int const&) [141]
-----------------------------------------------
                0.00    0.00   10000/10000       std::pair<int, int>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::pair<int, int>*, unsigned long>(std::pair<int, int>*, unsigned long) [303]
[145]    0.0    0.00    0.00   10000         void std::_Construct<std::pair<int, int>>(std::pair<int, int>*) [145]
                0.00    0.00   10000/10000       std::pair<int, int>::pair<int, int, true>() [138]
                0.00    0.00   10000/96383       operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00   10000/10000       std::pair<int, int>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::pair<int, int>*, unsigned long>(std::pair<int, int>*, unsigned long) [303]
[146]    0.0    0.00    0.00   10000         std::pair<int, int>* std::__addressof<std::pair<int, int> >(std::pair<int, int>&) [146]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [148]
[147]    0.0    0.00    0.00   10000         int* std::__niter_wrap<int*>(int* const&, int*) [147]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [153]
[148]    0.0    0.00    0.00   10000         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [148]
                0.00    0.00   20000/20000       int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [104]
                0.00    0.00   10000/185032      int* std::__niter_base<int*>(int*) [23]
                0.00    0.00   10000/10000       int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [149]
                0.00    0.00   10000/10000       int* std::__niter_wrap<int*>(int* const&, int*) [147]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [148]
[149]    0.0    0.00    0.00   10000         int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [149]
                0.00    0.00   10000/10000       int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [150]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [149]
[150]    0.0    0.00    0.00   10000         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [150]
                0.00    0.00   10000/10000       int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [130]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [152]
[151]    0.0    0.00    0.00   10000         int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [151]
                0.00    0.00   10000/10000       int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [137]
-----------------------------------------------
                0.00    0.00   10000/10000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [15]
[152]    0.0    0.00    0.00   10000         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [152]
                0.00    0.00   10000/10000       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [151]
-----------------------------------------------
                0.00    0.00   10000/10000       int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [137]
[153]    0.0    0.00    0.00   10000         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [153]
                0.00    0.00   20000/20000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [103]
                0.00    0.00   10000/10000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [148]
-----------------------------------------------
                                5677             fillOrderVectorVec(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [154]
                0.00    0.00    4323/4323        findSCCsVectorVec(int, int, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&) [3]
[154]    0.0    0.00    0.00    4323+5677    fillOrderVectorVec(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [154]
                0.00    0.00   20000/60000       std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [48]
                0.00    0.00   20000/60000       bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [43]
                0.00    0.00   10000/20000       std::_Bit_reference::operator=(bool) [99]
                0.00    0.00   10000/30000       std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) const [86]
                0.00    0.00   10000/40000       std::vector<int, std::allocator<int> >::begin() const [69]
                0.00    0.00   10000/40000       std::vector<int, std::allocator<int> >::end() const [68]
                0.00    0.00   10000/30000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [85]
                0.00    0.00   10000/40000       std::_Bit_reference::operator bool() const [67]
                0.00    0.00   10000/30000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [84]
                0.00    0.00   10000/10000       std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [144]
                                5677             fillOrderVectorVec(int, std::vector<bool, std::allocator<bool> >&, std::stack<int, std::deque<int, std::allocator<int> > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [154]
-----------------------------------------------
                0.00    0.00       2/482         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [277]
                0.00    0.00      79/482         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [160]
                0.00    0.00      79/482         std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [161]
                0.00    0.00     322/482         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [156]
[155]    0.0    0.00    0.00     482         std::__deque_buf_size(unsigned long) [155]
-----------------------------------------------
                0.00    0.00      78/322         std::operator-(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&) [168]
                0.00    0.00     244/322         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [157]
[156]    0.0    0.00    0.00     322         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [156]
                0.00    0.00     322/482         std::__deque_buf_size(unsigned long) [155]
-----------------------------------------------
                0.00    0.00       2/244         std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [277]
                0.00    0.00       8/244         std::deque<int, std::allocator<int> >::_M_reallocate_map(unsigned long, bool) [215]
                0.00    0.00      78/244         void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [166]
                0.00    0.00      78/244         std::_Deque_iterator<int, int&, int*>::operator--() [134]
                0.00    0.00      78/244         std::deque<int, std::allocator<int> >::_M_pop_back_aux() [165]
[157]    0.0    0.00    0.00     244         std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [157]
                0.00    0.00     244/322         std::_Deque_iterator<int, int&, int*>::_S_buffer_size() [156]
-----------------------------------------------
                0.00    0.00      90/90          std::vector<int, std::allocator<int> >* std::__relocate_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [183]
[158]    0.0    0.00    0.00      90         std::vector<int, std::allocator<int> >* std::__niter_base<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*) [158]
-----------------------------------------------
                0.00    0.00      10/88          std::_Deque_base<int, std::allocator<int> >::_M_get_map_allocator() const [198]
                0.00    0.00      78/88          std::deque<int, std::allocator<int> >::max_size() const [163]
[159]    0.0    0.00    0.00      88         std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [159]
-----------------------------------------------
                0.00    0.00       1/79          std::_Deque_base<int, std::allocator<int> >::_M_create_nodes(int**, int**) [274]
                0.00    0.00      78/79          void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [166]
[160]    0.0    0.00    0.00      79         std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [160]
